Part_Number,Alt_Code,Supplier_Code,Manufacturer,Product_Type,Description,Micron,Media,Max_Temp_F,Max_PSI,Flow_Rate,Efficiency,Application,Industry,In_Stock,Qty_On_Hand,Price
4000383,4000383,4000383,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,105
4000417,4000417,4000417,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,237
4000504,4000504,4000504,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,262
4000556,4000556,4000556,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,990.95
4000563,4000563,4000563,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,1012.5
4001418,4001418,4001418,,Filter,Demister Element,,Various,180.0,100.0,8 GPM,Nominal,,,No,0,3154
4001901,4001901,4001901,,Filter,Converter Cartridge,,Various,180.0,100.0,8 GPM,Nominal,,,No,0,6865
4417K17,4417K17,4417K17,,Strainer,Y-Strainer,,,,,,,,,No,0,24.74
4417K66,4417K66,4417K66,,Strainer,Y-Strainer,,,,,,,,,No,0,112.24
4423,QH00493,4423,Pall Corporation,Filter Element,Acrodisc 0.2 Micron 300/cs,0.2,Various,180.0,75.0,15 GPM,Various,,"Water Treatment, Municipal, Industrial",No,0,704.3
443141,443141,443141,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,62.25
4438-01,4438-01,4438-01,,Filter Element,Filter Element,,,,,,,,,No,0,11.07
44480,44480,44480,Rotex Global LLC,Screen Separator,Screen Frame,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,8077
4480,QH00483,4480,Pall Corporation,Filter Element,Disc Filter,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
44A26H1T3H0,44A26H1T3H0,44A26H1T3H0,AAF,Air Filter,HEPA Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0,271.26
44MSO23044FDC150UMIP/T91097400,QK01390,44MSO23044FDC150UMIP,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0.0,0.0
4500,QH00496,4500,Pall Corporation,Filter Element,PVDF Syringe Filter 1000/pk,,Various,180.0,75.0,15 GPM,Various,,,No,0,1719.81
45004,45004,45004,Pall Corporation,Filter Element,Air Filter,,Various,180.0,75.0,15 GPM,Various,,"Manufacturing, Compressed Air Systems",No,0,69.1
4501,QH00490,4501,Pall Corporation,Filter Element,Syringe Filter 1000/pk,,Various,180.0,75.0,15 GPM,Various,,,No,0,1293.48
4502,QH00491,28144-588,Pall Corporation,Filter Element,Syringe Filter 1000/pk,,Various,180.0,75.0,15 GPM,Various,,,No,0,2421.74
451151530C,451151530C,451151530C,Solventum Corporation,Bag Filter,Filter Element,,,275.0,30.0,100 GPM,,,,No,0,285
4519,QH00502,4519,Pall Corporation,Filter Element,PVDF Syringe Filter 200/pk,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
4530062,4530062,4530062,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,124
4549T,QH00520,4549T,Pall Corporation,Filter Element,Filter 50/pk,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
4558,QH00500,4558,Pall Corporation,Filter Element,Disc Filter,,Various,180.0,75.0,15 GPM,Various,,,No,0,1876.7
455A,QK01447,455A,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0,0
4226,QH00317,4226,Pall Corporation,Filter Element,Acrodisc CR 1.0 Micron 200/cs,1.0,Various,180.0,75.0,15 GPM,Various,,"Water Treatment, Municipal, Industrial",No,0,0
4230,QH00322,4230,Pall Corporation,Filter Element,47 mm Parabolic Filter Funnel,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
4235,QH00327,4235,Pall Corporation,Filter Element,304SS Support Screen,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0,112.26
4238,QH00329,4238,Pall Corporation,Filter Element,Filter,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
4240,QH00331,4240,Pall Corporation,Filter Element,25 mm SS Filter Funnel Holder,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
4251,QH00420,4251,Pall Corporation,Filter Element,Filter Element 18/pk,,Various,180.0,75.0,15 GPM,Various,,,No,0,500.22
4260,QH00429,4260,Pall Corporation,Filter Element,Disc Filter,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
4280,QH00431,4280,Pall Corporation,Filter Element,Filter Funnel,,Various,180.0,75.0,15 GPM,Various,,,No,0,1490.18
4317,QH00432,4317,Pall Corporation,Filter Element,Filter Holder 13 mm 5/pk,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
4320,QH00433,4320,Pall Corporation,Filter Element,Syringe Filter 25 mm 6/pk,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
4389K38,4389K38,4389K38,,Strainer,Drain Valve Strainer,,,,,,,,Multi-Industry,No,0,17.95
4400,QH00480,28143-955,Pall Corporation,Filter Element,Filter Element 18 pk,,Various,180.0,75.0,15 GPM,Various,,,No,0,558.57
38-152-50CS,38-152-50CS,38-152-50CS,United Filtration Systems,Bag Filter,Filter Element,152.0,,275.0,30.0,100 GPM,,,Multi-Industry,No,0,0
38-152-70CS,38-152-70CS,38-152-70CS,Colder Products,Filter Element,Filter Element,,,,,,,,,No,0,34.85
38-152-CC-TS,38-152-CC-TS,38-152-CC-TS,Colder Products,Filter Element,Filter Element,,,,,,,,,No,0,0
38-3/2-0-SS10-SS,38-3/2-0-SS10-SS,38-3/2-0-SS10-SS,,Filter Element,Filter Element,,,,,10 GPM,,,,No,0,1042
380AHP3/4IN70CS,380AHP3/4IN70CS,380AHP3/4IN70CS,United Filtration Systems,Bag Filter,Filter Assembly,,Stainless Steel,275.0,30.0,100 GPM,,,Food & Beverage,No,0,364.42
38335592,38335592,38335592,Ingersoll Rand,Filter Element,Filter Element,,,,,,,,,No,0,758.4
38446522,38446522,38446522,Ingersoll Rand,Filter Element,Filter Element,,,,,,,,,No,0,133.6
38508,38508,38508,,Filter,Filter Element,,Various,180.0,100.0,8 GPM,Nominal,,,No,0,3108
3873005,3873005,3873005,Le Sac Corporation,Filter Bag,Filter Element,,Polypropylene,275.0,50.0,100 GPM,Nominal,,"Chemical Processing, Multi-Industry",No,0,135.23
3873059,3873059,3873059,Le Sac Corporation,Filter Bag,Filter Element,,Polypropylene,275.0,50.0,100 GPM,Nominal,,"Chemical Processing, Multi-Industry",No,0,92.73
388471,388471,388471,Rotex Global LLC,Screen Separator,Screen Frame Assembly,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,15574
38FEG3010F3300CS,QQ04228,38FEG3010F3300CS,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0,0
3902,3902,3902,,Bag Filter,Filter Element,,,275.0,30.0,100 GPM,,,,No,0,0
391006002,391006002,391006002,AAF,Air Filter,Filter Clip,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0,3.94
39474820,39474820,39474820,Duravalve,Filter Element,Prefilter Element,,,,,,,,,No,0,0
39474895,39474895,39474895,Duravalve,Filter Element,Afterfilter Element,,,,,,,,,No,0,353.44
39903265,39903265,39903265,Ingersoll Rand,Filter Element,Filter Element,,,,,,,,,No,0,319
399035005/11.0X7.2X5.25,399035005/11.0X7.2X5.25,399035005/11.0X7.2X5.25,AAF,Air Filter,Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0,64.02
399035005/11.5X13.5,399035005/11.5X13.5,399035005/11.5X13.5,AAF,Air Filter,Air Intake Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,"Manufacturing, Compressed Air Systems",No,0,59.99
399035005/13.84X9.48X14,399035005/13.84X9.48X14,399035005/13.84X9.48X14,AAF,Air Filter,Blower Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0,92.33
399035005/13.8X9.5X14.0,399035005/13.8X9.5X14.0,399035005/13.8X9.5X14.0,AAF,Air Filter,Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0,84.64
399035005/14.25X14.25X18.5,399035005/14.25X14.25X18.5,399035005/14.25X14.25X18.5,AAF,Air Filter,Filter Sheet,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0,69
399035005/14.58X10.33X14.25,399035005/14.58X10.33X14.25,399035005/14.58X10.33X14.25,AAF,Air Filter,Blower Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0,113.68
399035005/16.25X27.125X.875,399035005/16.25X27.125X.875,399035005/16.25X27.125X.875,AAF,Air Filter,Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0,43.55
399035005/20X20X2,104GF,104GF,AAF,Air Filter,Fume Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0.0,0.0
399035005/23.5X23.5X2,399035005/23.5X23.5X2,399035005/23.5X23.5X2,AAF,Air Filter,Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0,64.96
399035005/24X24X11.5,399035005/24X24X11.5,399035005/24X24X11.5,AAF,Air Filter,HEPA Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0,370.29
399035005/24X24X2,399035005/24X24X2,399035005/24X24X2,AAF,Air Filter,Prefilter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0,298.66
399035005/3.22ODX6.38OAH,399035005/3.22ODX6.38OAH,399035005/3.22ODX6.38OAH,AAF,Air Filter,Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0,94.92
399035005/7.5X11X.25,399035005/7.5X11X.25,399035005/7.5X11X.25,AAF,Air Filter,Foil Media Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0,9.87
399035005/8.125X19X.875,399035005/8.125X19X.875,399035005/8.125X19X.875,AAF,Air Filter,Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0,31.5
399035005000721906SU5200E2091,399035005000721906SU5200E2091,399035005000721906SU5200E2091,AAF,Air Filter,Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0,281.9
399035005000741906SU5200E3889,399035005000741906SU5200E3889,399035005000741906SU5200E3889,AAF,Air Filter,Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0,328.94
399035005KA093/509,399035005KA093/509,399035005KA093/509,AAF,Air Filter,Intake Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0,37.96
39911615,39911615,39911615,Edmac,Filter Element,Filter Element,,,,,,,,,No,0,238.75
399500001,399500001,399500001,AAF,Air Filter,Filter Element,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0,1585
3BAC,MS02945,3BAC,,Filter Housing,Filter Housing Head,,,,,,,,Multi-Industry,No,0,115
3BDV3S-1-CB-7,3BDV3S1CB7,3BDV3S1CB7,Filtrafine Corporation,Filter Cartridge,Filter Housing,,PES/PTFE/PP,180.0,75.0,100 GPM,Absolute,Filtrafine Filtration,Multi-Industry,No,0.0,0.0
3BFS2SB3304T1D,3BFS2SB3304T1D,3BFS2SB3304T1D,Shelco Filters,Filter Cartridge,Filter Housing,,Various,180.0,75.0,10 GPM,Nominal,Shelco Filtration,Multi-Industry,No,0,6424.11
3C30U/T80101680000,QJ17078,3C30U,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0.0,0.0
3CMC11.5FIP/T910690000,QK00710,3CMC11.5FIP,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0.0,0.0
3DA007,3DA007,3DA007,,Filter Element,Filter Element,,,,,,,,,No,0,51.97
3F1400272300,3-F14-002-723-00,3-F14-002-723-00,,Strainer,Basket Strainer 4 in,,,,,,,,,No,0.0,0.0
3FT101/2HB,3FT101/2HB,3FT101/2HB,Capsule Technologies,Filter Housing,Filter Housing,,,200.0,100.0,8 GPM,,,Multi-Industry,No,0,0
3FT103/8HB,3FT103/8HB,3FT103/8HB,Capsule Technologies,Filter Housing,Filter Housing,,,200.0,100.0,8 GPM,,,Multi-Industry,No,0,0
3FT10HPBLK,3FT10HPBLK,3FT10HPBLK,Duravalve,Filter Housing,Filter Housing,,,,,,,,Multi-Industry,No,0,0
3FT10SAN,3FT10SAN,3FT10SAN,Duravalve,Filter Housing,Filter Housing,,,,,,,,Multi-Industry,No,0,0
3FT20,3FT20,3FT20,Duravalve,Filter Housing,Filter Housing,,,,,,,,Multi-Industry,No,0,0
36242,36242,36242,,Filter,Screen Nozzle,,Various,180.0,100.0,8 GPM,Nominal,,Multi-Industry,No,0,673.2
36243,36243,36243,,Filter,Screen Nozzle,,Various,180.0,100.0,8 GPM,Nominal,,Multi-Industry,No,0,317
365-1/2-70C,365-1/2-70C,365-1/2-70C,United Filtration Systems,Bag Filter,Filter Assemby,,Stainless Steel,275.0,30.0,100 GPM,,,Food & Beverage,No,0,145
3656839,3656839,3656839,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,183
3656890,3656890,3656890,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,156
3656891,3656891,3656891,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,622.4
36FMO3316L3FIP/T911488000,QK01250,36FMO3316L3FIP,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0.0,0.0
36LG2608F1285LTB,36LG2608F1285LTB,36LG2608F1285LTB,Duravalve,Filter Housing,Filter Housing,,,,,,,,Multi-Industry,No,0,0
36MSO23042FDC15000/T950040000,QK01254,36MSO23042FDC15000,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0.0,0.0
36MSO23042FDC15700/T950037000,QK01251,36MSO23042FDC15700,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0.0,0.0
36MSO23042FDC15800/T950038000,QK01252,36MSO23042FDC15800,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0.0,0.0
36MSO23042FDC15900/T950039000,QK01253,36MSO23042FDC15900,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0.0,0.0
36MSO33163FDC150/T950348001,QK01258,36MSO33163FDC150,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0.0,0.0
36MSO33163FDC150UMIP,QK01260,36MSO33163FDS00001,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0.0,0.0
36MSO3316L3FDC150/T953287000,QK01259,36MSO3316L3FDC150,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0.0,0.0
36MSV3-304-4FDA-C150-DOE-UM,36MSV33044FDAC150DOEUM,36MSV33044FDAC150DOEUM,Filtrafine Corporation,Filter Cartridge,Filter Housing,,PES/PTFE/PP,180.0,75.0,100 GPM,Absolute,Filtrafine Filtration,Multi-Industry,No,0.0,0.0
36TKOHF33TCSB/T953011000,QK01262,36TKOHF33TCSB,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0.0,0.0
36USF33F1.5D1VUPGP,36USF33FGP,36USF3SB3046FGPUPB,Shelco Filters,Filter Cartridge,Filter Housing,,Various,180.0,75.0,10 GPM,Nominal,Shelco Filtration,Multi-Industry,No,0.0,0.0
36USF3SB3043F1.5D1VGPUPB,36USF3SB3043F1.5D1VGPUPB,36USF3SB3043F1.5D1VGPUPB,Shelco Filters,Filter Cartridge,Filter Housing,,Various,180.0,75.0,10 GPM,Nominal,Shelco Filtration,Multi-Industry,No,0,11856
370-1/4-50C,370-1/4-50C,370-1/4-50C,United Filtration Systems,Bag Filter,Filter Housing,,,275.0,30.0,100 GPM,,,Multi-Industry,No,0,168.58
370A-3/4-02T,370A-3/4-02T,370A-3/4-02T,United Filtration Systems,Bag Filter,Filter Assembly,,Stainless Steel,275.0,30.0,100 GPM,,,Food & Beverage,No,0,156
374544,374544,374544,Rotex Global LLC,Screen Separator,Screen Panel,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,3630
374558,374558,374558,Rotex Global LLC,Screen Separator,Screen Panel,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,2992
375113G,375113G,375113G,Gestra,Strainer,Strainer Set,,,,,,,,,No,0,109.5
376720,376720,376720,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,200
377P,377P,377P,,Filter Element,Filter Element,,,,,,,,,No,0,250.25
3782724,3782724,3782724,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,184
3782781,3782781,3782781,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,173
3782838,3782838,3782838,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,588
3783160,3783160,3783160,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,289
3783429,3783429,3783429,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,204
3783524,3783524,3783524,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,112
3784064,3784064,3784064,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,272
3784531,3784531,3784531,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,614
378724,378724,378724,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,0
37919,37919,37919,,Filter,Heater Element,,Various,180.0,100.0,8 GPM,Nominal,,,No,0,501
37DF-PP-2001,37DFPP2001,37DFPP2001,,Disc Filter,Disc Filter,,,200.0,100.0,8 GPM,,,,No,0.0,0.0
37DISC-PPEP2000NC-NR,37DISCB-PPEP2000NC,37DISCBPPEP2000NC,,Filter Cartridge,Disc Filter,,Various,180.0,75.0,5 GPM,Absolute,,,No,0.0,0.0
37DISC-PPEP2000NCNR,37DISCPPEP2000NCNR,37DISCPPEP2000NCNR,,Filter Cartridge,Disc Filter,,Various,180.0,75.0,5 GPM,Absolute,,,No,0.0,0.0
37DISCB-PPEP02000NC,37DISCB-PPEP02000NC,37DISCB-PPEP02000NC,,Filter Cartridge,Capsule Filter,,Various,180.0,75.0,5 GPM,Absolute,,"Pharmaceutical, Biotechnology, Food & Beverage",No,0,16.58
37DISCB-PPEP2000NC,37DISCBPPEP2000NC,37DISCBPPEP2000NC,,Filter Cartridge,Disc Filter,,Various,180.0,75.0,5 GPM,Absolute,,,Yes,22500,9.75
37PHH6206F217304,QQ02476,37PHH6206F217304,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0,0
3QC10/RM1F010H21,/3QC10/RM1F010H21,QP10968,Pall Corporation,Filter Assembly,Filter Assembly,,Various,180.0,75.0,10 GPM,Various,,,No,0.0,0.0
3QC10BLK,3QC10BLK,3QC10BLK,Duravalve,Filter Housing,Filter Housing,,,,,,,,Multi-Industry,No,0,0
3QC10VOR/NXT2030U,/3QC30VOR/NXT2030U,QP10740,Pall Corporation,Filter Assembly,Filter Assembly,2030.0,Various,180.0,75.0,30 GPM,Various,,Multi-Industry,No,0.0,0.0
3QC2,3QC2,3QC2,,Filter Housing,Filter Housing,,,,,,,,Multi-Industry,No,0,9.5
3QC20,MS02956,3QC20,Capsule Technologies,Filter Housing,Filter Housing,,,200.0,100.0,8 GPM,,,Multi-Industry,No,0,0
3FT21/4HBHO,3FT21/4HBHO,3FT21/4HBHO,Capsule Technologies,Filter Housing,Filter Housing,,,200.0,100.0,8 GPM,,,Multi-Industry,No,0,0
3FT22210HPOSTC,3FT22210HPOSTC,3FT22210HPOSTC,Duravalve,Filter Housing,Filter Housing,,,,,,,,Multi-Industry,No,0,0
3FT2HB,3FT2HB,3FT2HB,Duravalve,Filter Housing,Filter Housing W/hose Barbs,,,,,,,,Multi-Industry,No,0,0
3FT2HPO,3FT2HPO,3FT2HPO,Duravalve,Filter Housing,Filter Housing,,,,,,,,Multi-Industry,No,0,0
3FT30STC,3FT30STC,3FT30STC,Duravalve,Filter Housing,Filter Housing,,,,,,,,Multi-Industry,No,0,0
3GHP30-T-T-7-S,3GHP30TT7S,3GHP30TT7S,Graver Technologies,Filter Cartridge,Filter Housing,30.0,Microglass,176.0,150.0,24 GPM,Absolute,Graver Filtration Element,"Hydraulic Systems, Manufacturing, Multi-Industry",No,0.0,0.0
3GHP30-T-T-7-S/1674-N,3GHP30TT7S/1674N,3GHP30TT7S/1674N,Graver Technologies,Filter Cartridge,Filter Housing,30.0,Microglass,176.0,150.0,24 GPM,Absolute,Graver Filtration Element,"Hydraulic Systems, Manufacturing, Multi-Industry",No,0.0,0.0
3GLP20-T-A-U-T,3GLP20TAUT,3GLP20TAUT,Graver Technologies,Filter Cartridge,Filter Housing,20.0,Microglass,176.0,150.0,16 GPM,Absolute,Graver Filtration Element,"Hydraulic Systems, Manufacturing",No,0.0,0.0
3GLP30TAUE,3GLP30-T-A-U-E,3GLP30-T-A-U-E,Graver Technologies,Filter Cartridge,Filter Housing,30.0,Microglass,176.0,150.0,24 GPM,Absolute,Graver Filtration Element,"Hydraulic Systems, Manufacturing, Multi-Industry",No,0.0,0.0
3HAQH1203F1L8150/T951789000,QK00728,3HAQH1203F1L8150,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0.0,0.0
3HF60BHAACC,3HF60BHAACC,3HF60BHAACC,Solventum Corporation,Bag Filter,Filter Housing,,,275.0,30.0,100 GPM,,,Multi-Industry,No,0,14050
3HFH61808F1S8275XU,QQ01900,3HFH61808F1S8275XU,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0,0
3HPV1C3162223F,3HPV1C3162223F,3HPV1C3162223F,Shelco Filters,Filter Cartridge,Filter Housing,,Various,180.0,75.0,10 GPM,Nominal,Shelco Filtration,Multi-Industry,No,0,1425.03
3HPV1C3162263F,3HPV1C3162263F,3HPV1C3162263F,Shelco Filters,Filter Cartridge,Filter Housing,,Various,180.0,75.0,10 GPM,Nominal,Shelco Filtration,Multi-Industry,No,0,1231.46
3LGH1806F3300/T952154000,QQ01930,3LGH1806F3300,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0.0,0.0
3LGH1808F1260LTB,3LGH1808F1260LTB,3LGH1808F1260LTB,Accelerated Production,Filter Housing,Filter Housing,,,,,,,,Multi-Industry,No,0,28970.5
3LGH2008F1215LTB,2LGH2008F1215LTB,3LGH2008F61117LTB,Accelerated Production,Filter Housing,Filter Housing,,,,,,,,Multi-Industry,No,0.0,0.0
3MCC1002FE740LTB,3MCC1002FE740LTB,3MCC1002FE740LTB,Duravalve,Filter Housing,Filter Housing,,,,,,,,Multi-Industry,No,0,0
3MSO1316L15FDC150U,3MSO1316L15FDC150U,3MSO1L315F11055696,Pall Corporation,Filter Housing,Filter Housing,150.0,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0,14312.16
3MSO1316L2FDC150U,3MSO1316L2FDC150U,3MSO1L32F11055695,Pall Corporation,Filter Housing,Filter Housing,150.0,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0,14692.32
3MSO1316L2FDC225U,3MSO1316L2FDC225U,3MSO1L32F22555701,Pall Corporation,Filter Housing,Filter Housing,225.0,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0,14447.52
3Q222C10,3Q222C10,3Q222C10,Duravalve,Filter Housing,Filter Housing,,,,,,,,Multi-Industry,No,0,0
3QC-2-MT,3QC-2-MT,3QC-2-MT,Capsule Technologies,Filter Housing,Filter Housing,2.0,,200.0,100.0,8 GPM,,,"Hydraulic Systems, Aerospace, Military",No,0,20
3QC10,MS02955,3QC10,Capsule Technologies,Filter Housing,Filter Housing,,,200.0,100.0,8 GPM,,,Multi-Industry,No,0,19
3QC10/DFNT1010UN,/3QC10/DFNT1010UN,QJ00420,Pall Corporation,Filter Assembly,Filter Assembly,,Various,180.0,75.0,10 GPM,Various,,,No,0.0,0.0
3QC10/DFNT3010UN,/3QC10/DFNT3010UN,QJ00425,Pall Corporation,Filter Assembly,Filter Assembly,,Various,180.0,75.0,10 GPM,Various,,,No,0.0,0.0
FTKDV20-SNGL,FTKDV20-SNGL,FTKDV20-SNGL,Pall Trincor,Filter Element,"Disc Filter, Each",,Various,180.0,150.0,10 GPM,,Pall Filtration,,No,0,0
FTKDV20047025,QU05699,FTKDV20047025,Pall Corporation,Filter Element,Disc Filter,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
FTKDV2004705,QU05698,FTKDV2004705,Pall Corporation,Filter Element,Disc Filter,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
FTKDV50-SNGL,QU56591,FTKDV50-SNGL,Pall Corporation,Filter Element,Disc Filter,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
FTKDV50/P2073699,QU56590,FTKDV50/P2073699,Pall Corporation,Filter Element,Disc Filter 25/pk,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
FTKDV5004705,FTKDV5004705,FTKDV5004705,Pall Corporation,Filter Element,"Filter Element, 5/pk",,Various,180.0,75.0,15 GPM,Various,,,No,0,65.58
FTKDVD-SNGL,QU56605,FTKDVD-SNGL,Pall Corporation,Filter Element,Disc Filter,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
FTKEAV-SNGL,QU56611,FTKEAV-SNGL,Pall Corporation,Filter Element,Disc Filter,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
FTKEAV/P2231412,QU56610,FTKEAV,Pall Corporation,Filter Element,Disc Filter 25/pk,,Various,180.0,75.0,15 GPM,Various,,,No,0.0,0.0
FTKEBV,QU56615,FTKEBV,Pall Corporation,Filter Element,Disc Filter 25/pk,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
FTKEBV-SNGL,QU56616,FTKEBV-SNGL,Pall Corporation,Filter Element,Disc Filter,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
